id,campaign_type,channel,topic,total_count,subject_length,subject_with_personalization,subject_with_deadline,subject_with_emoji,subject_with_bonuses,subject_with_discount,subject_with_saleout
8007,bulk,mobile_push,happy birthday,5686.0,96.0,False,False,True,True,False,False
8015,bulk,mobile_push,sale out,232759.0,13.0,False,False,True,False,False,False
8016,bulk,mobile_push,leave review,144.0,112.0,False,False,True,True,False,False
8017,bulk,mobile_push,leave review,640.0,112.0,False,False,True,True,False,False
8031,bulk,mobile_push,offer after purchase,1701.0,92.0,False,False,True,False,False,False
8032,bulk,mobile_push,happy birthday,1776.0,96.0,False,False,True,True,False,False
8033,bulk,email,sale out,2825912.0,126.0,False,False,True,False,False,False
8054,bulk,mobile_push,leave review,132.0,112.0,False,False,True,True,False,False
8055,bulk,mobile_push,leave review,608.0,112.0,False,False,True,True,False,False
8064,bulk,mobile_push,offer after purchase,1520.0,92.0,False,False,True,False,False,False
8065,bulk,mobile_push,happy birthday,1738.0,96.0,False,False,True,True,False,False
8066,bulk,mobile_push,event,4085.0,122.0,False,False,True,False,False,False
8072,bulk,email,sale out,72485.0,120.0,False,False,True,False,False,False
8082,bulk,mobile_push,sale out,1212469.0,22.0,False,False,True,False,False,False
8084,bulk,mobile_push,leave review,84.0,112.0,False,False,True,True,False,False
8085,bulk,mobile_push,leave review,269.0,112.0,False,False,True,True,False,False
8108,bulk,mobile_push,offer after purchase,1412.0,92.0,False,False,True,False,False,False
8109,bulk,mobile_push,happy birthday,1764.0,96.0,False,False,True,True,False,False
8120,bulk,email,sale out,304332.0,112.0,False,False,True,False,False,False
8131,bulk,mobile_push,sale out,523111.0,15.0,False,False,False,False,False,False
8132,bulk,mobile_push,leave review,79.0,112.0,False,False,True,True,False,False
8134,bulk,mobile_push,leave review,351.0,112.0,False,False,True,True,False,False
8149,bulk,mobile_push,offer after purchase,1407.0,92.0,False,False,True,False,False,False
8150,bulk,mobile_push,happy birthday,1781.0,96.0,False,False,True,True,False,False
8166,bulk,mobile_push,sale out,393195.0,22.0,False,False,True,False,False,False
8169,bulk,mobile_push,sale out,2045788.0,22.0,False,False,True,False,False,False
8176,bulk,mobile_push,leave review,78.0,112.0,False,False,True,True,False,False
8177,bulk,mobile_push,leave review,302.0,112.0,False,False,True,True,False,False
8218,bulk,email,sale out,2476931.0,106.0,False,True,True,False,False,False
8221,bulk,mobile_push,happy birthday,5649.0,96.0,False,False,True,True,False,False
8222,bulk,mobile_push,sale out,1005552.0,24.0,False,True,True,False,False,False
8231,bulk,mobile_push,leave review,178.0,112.0,False,False,True,True,False,False
8232,bulk,mobile_push,leave review,821.0,112.0,False,False,True,True,False,False
8250,bulk,mobile_push,offer after purchase,1365.0,92.0,False,False,True,False,False,False
8251,bulk,mobile_push,happy birthday,1776.0,96.0,False,False,True,True,False,False
8252,bulk,email,sale out,4957576.0,122.0,False,False,True,False,False,False
8261,bulk,mobile_push,sale out,603007.0,35.0,False,False,True,False,False,False
8263,bulk,mobile_push,leave review,61.0,112.0,False,False,True,True,False,False
8264,bulk,mobile_push,leave review,309.0,112.0,False,False,True,True,False,False
8274,bulk,email,sale out,74971.0,118.0,False,False,True,False,False,False
8287,bulk,mobile_push,offer after purchase,1309.0,92.0,False,False,True,False,False,False
8288,bulk,mobile_push,happy birthday,1390.0,96.0,False,False,True,True,False,False
8303,bulk,mobile_push,sale out,572267.0,32.0,False,False,True,False,False,False
8304,bulk,mobile_push,leave review,47.0,112.0,False,False,True,True,False,False
8305,bulk,mobile_push,leave review,277.0,112.0,False,False,True,True,False,False
8318,bulk,mobile_push,offer after purchase,1620.0,92.0,False,False,True,False,False,False
8319,bulk,mobile_push,happy birthday,1293.0,96.0,False,False,True,True,False,False
8320,bulk,email,sale out,461918.0,90.0,False,False,True,False,False,False
8343,bulk,mobile_push,sale out,446280.0,35.0,False,False,True,False,False,False
8346,bulk,mobile_push,leave review,53.0,112.0,False,False,True,True,False,False
8347,bulk,mobile_push,leave review,260.0,112.0,False,False,True,True,False,False
8354,bulk,mobile_push,offer after purchase,1569.0,92.0,False,False,True,False,False,False
8355,bulk,mobile_push,happy birthday,1628.0,96.0,False,False,True,True,False,False
8360,bulk,email,sale out,4111494.0,94.0,False,False,True,False,False,False
8364,bulk,email,sale out,4560115.0,119.0,False,False,True,False,False,True
8375,bulk,mobile_push,sale out,576750.0,23.0,True,False,True,False,True,False
8404,bulk,mobile_push,happy birthday,5883.0,96.0,False,False,True,True,False,False
8405,bulk,mobile_push,offer after purchase,3160.0,92.0,False,False,True,False,False,False
8407,bulk,mobile_push,sale out,1087845.0,30.0,False,False,True,False,False,True
8408,bulk,mobile_push,leave review,246.0,112.0,False,False,True,True,False,False
8409,bulk,mobile_push,leave review,1018.0,112.0,False,False,True,True,False,False
8425,bulk,mobile_push,offer after purchase,1418.0,92.0,False,False,True,False,False,False
8426,bulk,mobile_push,happy birthday,1760.0,96.0,False,False,True,True,False,False
8434,bulk,mobile_push,sale out,1351492.0,19.0,False,False,True,False,False,False
8446,bulk,mobile_push,leave review,68.0,112.0,False,False,True,True,False,False
8447,bulk,mobile_push,leave review,393.0,112.0,False,False,True,True,False,False
8455,bulk,mobile_push,event,3956.0,122.0,False,False,True,False,False,False
8459,bulk,mobile_push,offer after purchase,1478.0,92.0,False,False,True,False,False,False
8460,bulk,mobile_push,happy birthday,1774.0,96.0,False,False,True,True,False,False
8462,bulk,email,sale out,73541.0,102.0,False,False,True,False,False,False
8476,bulk,mobile_push,sale out,668651.0,105.0,False,False,True,False,False,False
8477,bulk,mobile_push,leave review,46.0,112.0,False,False,True,True,False,False
8478,bulk,mobile_push,leave review,268.0,112.0,False,False,True,True,False,False
8495,bulk,mobile_push,offer after purchase,1458.0,92.0,False,False,True,False,False,False
8496,bulk,mobile_push,happy birthday,1802.0,96.0,False,False,True,True,False,False
8504,bulk,email,sale out,3122400.0,122.0,False,False,True,False,False,False
8515,bulk,mobile_push,sale out,496892.0,27.0,False,False,True,False,False,False
8516,bulk,mobile_push,leave review,41.0,112.0,False,False,True,True,False,False
8517,bulk,mobile_push,leave review,250.0,112.0,False,False,True,True,False,False
8527,bulk,mobile_push,offer after purchase,1303.0,92.0,False,False,True,False,False,False
8528,bulk,mobile_push,happy birthday,1738.0,96.0,False,False,True,True,False,False
8545,bulk,mobile_push,sale out,2067516.0,25.0,False,False,True,False,False,False
8556,bulk,mobile_push,leave review,55.0,112.0,False,False,True,True,False,False
8557,bulk,mobile_push,leave review,275.0,112.0,False,False,True,True,False,False
8558,bulk,mobile_push,sale out,32300.0,108.0,False,False,True,False,False,False
8559,bulk,mobile_push,sale out,9377.0,24.0,False,False,False,False,False,False
8581,bulk,email,sale out,36874.0,119.0,False,False,True,False,False,False
8584,bulk,mobile_push,offer after purchase,3024.0,92.0,False,False,True,False,False,False
8585,bulk,mobile_push,happy birthday,5591.0,96.0,False,False,True,True,False,False
8605,bulk,mobile_push,sale out,1144885.0,15.0,False,False,True,False,False,False
8607,bulk,mobile_push,leave review,161.0,112.0,False,False,True,True,False,False
8608,bulk,mobile_push,leave review,648.0,112.0,False,False,True,True,False,False
8615,bulk,email,sale out,3843684.0,112.0,False,False,True,False,False,True
8620,bulk,mobile_push,offer after purchase,1448.0,92.0,False,False,True,False,False,False
8623,bulk,mobile_push,happy birthday,1816.0,96.0,False,False,True,True,False,False
8626,bulk,email,sale out,4118918.0,118.0,False,False,True,False,False,False
8635,bulk,mobile_push,sale out,1135346.0,26.0,False,False,True,False,False,True
8636,bulk,mobile_push,leave review,52.0,112.0,False,False,True,True,False,False
8637,bulk,mobile_push,leave review,271.0,112.0,False,False,True,True,False,False
8652,bulk,email,welcome campaign,951632.0,124.0,False,False,True,False,False,False
8654,bulk,mobile_push,offer after purchase,1156.0,92.0,False,False,True,False,False,False
8656,bulk,mobile_push,happy birthday,1783.0,96.0,False,False,True,True,False,False
8660,bulk,email,sale out,1465523.0,116.0,False,False,True,False,False,False
8663,bulk,mobile_push,sale out,1541687.0,25.0,False,False,True,False,False,False
8668,bulk,mobile_push,leave review,275.0,112.0,False,False,True,True,False,False
8669,bulk,mobile_push,leave review,54.0,112.0,False,False,True,True,False,False
8693,bulk,mobile_push,offer after purchase,1302.0,92.0,False,False,True,False,False,False
8695,bulk,mobile_push,happy birthday,1735.0,96.0,False,False,True,True,False,False
8722,bulk,email,sale out,4756717.0,111.0,False,False,True,False,False,False
8724,bulk,email,sale out,27952.0,90.0,False,False,True,False,False,False
8725,bulk,mobile_push,sale out,499581.0,29.0,False,False,True,False,False,False
8726,bulk,mobile_push,leave review,40.0,112.0,False,False,True,True,False,False
8727,bulk,mobile_push,leave review,230.0,112.0,False,False,True,True,False,False
8741,bulk,mobile_push,offer after purchase,1271.0,92.0,False,False,True,False,False,False
8742,bulk,mobile_push,happy birthday,1816.0,96.0,False,False,True,True,False,False
8746,bulk,mobile_push,sale out,2045583.0,26.0,False,False,True,False,False,False
8793,bulk,email,sale out,1447990.0,98.0,False,False,True,False,False,False
8803,bulk,mobile_push,happy birthday,5385.0,96.0,False,False,True,True,False,False
8804,bulk,mobile_push,event,3980.0,122.0,False,False,True,False,False,False
8813,bulk,mobile_push,sale out,1980232.0,33.0,False,False,False,False,False,False
8816,bulk,mobile_push,leave review,159.0,112.0,False,False,True,True,False,False
8817,bulk,mobile_push,leave review,827.0,112.0,False,False,True,True,False,False
8841,bulk,mobile_push,offer after purchase,1332.0,92.0,False,False,True,False,False,False
8842,bulk,mobile_push,happy birthday,1782.0,96.0,False,False,True,True,False,False
8902,bulk,email,sale out,3490628.0,84.0,False,False,True,False,False,False
8904,bulk,mobile_push,offer after purchase,1128.0,92.0,False,False,True,False,False,False
8908,bulk,mobile_push,happy birthday,1717.0,96.0,False,False,True,True,False,False
8910,bulk,mobile_push,leave review,40.0,112.0,False,False,True,True,False,False
8915,bulk,mobile_push,sale out,2063620.0,18.0,False,False,True,False,True,False
8932,bulk,email,sale out,1463293.0,110.0,False,False,True,False,False,False
8945,bulk,mobile_push,offer after purchase,1254.0,92.0,False,False,True,False,False,False
8946,bulk,mobile_push,happy birthday,1257.0,96.0,False,False,True,True,False,False
8958,bulk,email,sale out,2153224.0,96.0,False,False,False,False,False,False
8963,bulk,mobile_push,sale out,488581.0,20.0,False,False,True,False,False,False
8964,bulk,mobile_push,leave review,41.0,112.0,False,False,True,True,False,False
8965,bulk,mobile_push,leave review,438.0,112.0,False,False,True,True,False,False
8972,bulk,mobile_push,offer after purchase,1399.0,92.0,False,False,True,False,False,False
8973,bulk,mobile_push,happy birthday,1657.0,96.0,False,False,True,True,False,False
8995,bulk,mobile_push,sale out,2068206.0,16.0,False,False,True,False,False,False
8999,bulk,mobile_push,leave review,33.0,112.0,False,False,True,True,False,False
9000,bulk,mobile_push,leave review,205.0,112.0,False,False,True,True,False,False
9001,bulk,email,sale out,20.0,119.0,False,False,True,False,False,False
9020,bulk,email,sale out,307908.0,84.0,False,False,True,False,False,False
9027,bulk,mobile_push,happy birthday,5334.0,96.0,False,False,True,True,False,False
9029,bulk,mobile_push,event,3984.0,122.0,False,False,True,False,False,False
9038,bulk,mobile_push,sale out,2068501.0,24.0,False,False,True,False,False,False
9040,bulk,mobile_push,leave review,107.0,112.0,False,False,True,True,False,False
9041,bulk,mobile_push,leave review,562.0,112.0,False,False,True,True,False,False
9055,bulk,mobile_push,happy birthday,1599.0,96.0,False,False,True,True,False,False
9065,bulk,email,sale out,4507927.0,104.0,False,False,True,False,True,False
9074,bulk,mobile_push,leave review,59.0,112.0,False,False,True,True,False,False
9075,bulk,mobile_push,leave review,54.0,112.0,False,False,True,True,False,False
9087,bulk,mobile_push,offer after purchase,38.0,92.0,False,False,True,False,False,False
9089,bulk,mobile_push,happy birthday,1445.0,96.0,False,False,True,True,False,False
9090,bulk,email,sale out,78164.0,116.0,False,False,True,False,False,False
9110,bulk,email,sale out,5251007.0,136.0,False,False,True,False,False,False
9111,bulk,mobile_push,sale out,2060094.0,16.0,False,False,True,False,False,False
9112,bulk,mobile_push,leave review,40.0,112.0,False,False,True,True,False,False
9113,bulk,mobile_push,leave review,36.0,112.0,False,False,True,True,False,False
9121,bulk,mobile_push,offer after purchase,28.0,92.0,False,False,True,False,False,False
9122,bulk,mobile_push,happy birthday,1235.0,96.0,False,False,True,True,False,False
9133,bulk,mobile_push,sale out,491078.0,29.0,False,False,True,False,False,False
9134,bulk,mobile_push,leave review,44.0,112.0,False,False,True,True,False,False
9135,bulk,mobile_push,leave review,44.0,112.0,False,False,True,True,False,False
9148,bulk,email,sale out,4543310.0,104.0,False,False,True,False,False,False
9150,bulk,mobile_push,offer after purchase,35.0,92.0,False,False,True,False,False,False
9151,bulk,mobile_push,happy birthday,2458.0,96.0,False,False,True,True,False,False
9174,bulk,mobile_push,leave review,34.0,112.0,False,False,True,True,False,False
9175,bulk,mobile_push,leave review,39.0,112.0,False,False,True,True,False,False
9189,bulk,mobile_push,happy birthday,5254.0,96.0,False,False,True,True,False,False
9192,bulk,mobile_push,sale out,1031697.0,23.0,False,False,True,False,False,False
9196,bulk,mobile_push,happy birthday,1908.0,96.0,False,False,True,True,False,False
9197,bulk,mobile_push,sale out,1224540.0,25.0,False,False,True,False,False,False
9206,bulk,mobile_push,happy birthday,1738.0,96.0,False,False,True,True,False,False
9207,bulk,mobile_push,sale out,8520.0,14.0,False,False,True,False,False,False
9216,bulk,mobile_push,happy birthday,1737.0,96.0,False,False,True,True,False,False
9217,bulk,mobile_push,sale out,497917.0,26.0,False,False,True,False,False,False
9231,bulk,mobile_push,happy birthday,1740.0,96.0,False,False,True,True,False,False
9232,bulk,mobile_push,sale out,1385073.0,17.0,False,False,True,False,False,False
9250,bulk,mobile_push,happy birthday,5550.0,96.0,False,False,True,True,False,False
9261,bulk,mobile_push,happy birthday,1768.0,96.0,False,False,True,True,False,False
9264,bulk,email,sale out,1447805.0,108.0,False,False,True,False,False,False
9273,bulk,mobile_push,offer after purchase,27.0,92.0,False,False,True,False,False,False
9274,bulk,mobile_push,leave review,350.0,112.0,False,False,True,True,False,False
9275,bulk,mobile_push,leave review,1701.0,112.0,False,False,True,True,False,False
9280,bulk,mobile_push,offer after purchase,1091.0,92.0,False,False,True,False,False,False
9281,bulk,mobile_push,happy birthday,1740.0,96.0,False,False,True,True,False,False
9289,bulk,mobile_push,sale out,1972328.0,18.0,False,False,True,False,False,False
9293,bulk,mobile_push,leave review,30.0,112.0,False,False,True,True,False,False
9294,bulk,mobile_push,leave review,208.0,112.0,False,False,True,True,False,False
9308,bulk,email,sale out,76701.0,106.0,False,False,True,False,False,False
9310,bulk,mobile_push,offer after purchase,1062.0,92.0,False,False,True,False,False,False
9312,bulk,mobile_push,happy birthday,1789.0,96.0,False,False,True,True,False,False
9330,bulk,mobile_push,sale out,500697.0,26.0,False,False,True,False,False,False
9332,bulk,mobile_push,leave review,37.0,112.0,False,False,True,True,False,False
9333,bulk,mobile_push,leave review,220.0,112.0,False,False,True,True,False,False
9341,bulk,email,sale out,4762884.0,102.0,False,False,True,False,False,False
9347,bulk,mobile_push,offer after purchase,952.0,92.0,False,False,True,False,False,False
9348,bulk,mobile_push,happy birthday,1673.0,96.0,False,False,True,True,False,False
9355,bulk,mobile_push,sale out,1484730.0,23.0,True,False,True,False,True,False
9383,bulk,email,sale out,1202259.0,96.0,False,False,True,False,False,False
9386,bulk,mobile_push,offer after purchase,2199.0,92.0,False,False,True,False,False,False
9387,bulk,mobile_push,happy birthday,5473.0,96.0,False,False,True,True,False,False
9404,bulk,mobile_push,leave review,124.0,112.0,False,False,True,True,False,False
9405,bulk,mobile_push,leave review,635.0,112.0,False,False,True,True,False,False
9416,bulk,email,sale out,721161.0,94.0,False,False,True,False,False,False
9419,bulk,mobile_push,offer after purchase,863.0,92.0,False,False,True,False,False,False
9420,bulk,mobile_push,happy birthday,1779.0,96.0,False,False,True,True,False,False
9428,bulk,mobile_push,sale out,2076498.0,20.0,False,False,True,False,False,False
9430,bulk,mobile_push,leave review,42.0,112.0,False,False,True,True,False,False
9431,bulk,mobile_push,leave review,154.0,112.0,False,False,True,True,False,False
9437,bulk,mobile_push,happy birthday,1776.0,96.0,False,False,True,True,False,False
9445,bulk,email,sale out,77166.0,94.0,False,False,True,False,False,False
9447,bulk,mobile_push,offer after purchase,829.0,92.0,False,False,True,False,False,False
9453,bulk,mobile_push,leave review,36.0,112.0,False,False,True,True,False,False
9454,bulk,mobile_push,leave review,128.0,112.0,False,False,True,True,False,False
9461,bulk,mobile_push,offer after purchase,735.0,92.0,False,False,True,False,False,False
9464,bulk,mobile_push,happy birthday,1920.0,96.0,False,False,True,True,False,False
9479,bulk,email,sale out,1235806.0,108.0,False,False,True,False,True,False
9484,bulk,mobile_push,sale out,498428.0,18.0,False,False,True,False,False,False
9487,bulk,mobile_push,leave review,48.0,112.0,False,False,True,True,False,False
9488,bulk,mobile_push,leave review,247.0,112.0,False,False,True,True,False,False
9502,bulk,mobile_push,offer after purchase,755.0,92.0,False,False,True,False,False,False
9503,bulk,mobile_push,happy birthday,1774.0,96.0,False,False,True,True,False,False
9517,bulk,mobile_push,leave review,32.0,112.0,False,False,True,True,False,False
9518,bulk,mobile_push,leave review,160.0,112.0,False,False,True,True,False,False
9540,bulk,email,sale out,4788651.0,96.0,False,False,True,False,False,False
9545,bulk,mobile_push,offer after purchase,771.0,92.0,False,False,True,False,False,False
9547,bulk,mobile_push,happy birthday,3853.0,96.0,False,False,True,True,False,False
9551,bulk,mobile_push,sale out,2077902.0,19.0,False,False,True,False,False,False
9563,bulk,mobile_push,leave review,95.0,112.0,False,False,True,True,False,False
9564,bulk,mobile_push,leave review,522.0,112.0,False,False,True,True,False,False
9571,bulk,mobile_push,offer after purchase,785.0,92.0,False,False,True,False,False,False
9572,bulk,mobile_push,happy birthday,1729.0,96.0,False,False,True,True,False,False
9589,bulk,mobile_push,sale out,1793482.0,20.0,False,False,True,False,False,False
9594,bulk,mobile_push,leave review,36.0,112.0,False,False,True,True,False,False
9595,bulk,mobile_push,leave review,137.0,112.0,False,False,True,True,False,False
9601,bulk,email,sale out,4481456.0,131.0,False,False,True,False,False,False
9602,bulk,email,sale out,76303.0,84.0,False,False,True,False,False,False
9604,bulk,mobile_push,offer after purchase,772.0,92.0,False,False,True,False,False,False
9605,bulk,mobile_push,happy birthday,1749.0,96.0,False,False,True,True,False,False
9609,bulk,mobile_push,event,876.0,122.0,False,False,True,False,False,False
9615,bulk,mobile_push,sale out,1760865.0,28.0,False,False,True,False,False,False
9620,bulk,mobile_push,leave review,39.0,112.0,False,False,True,True,False,False
9622,bulk,mobile_push,leave review,238.0,112.0,False,False,True,True,False,False
9630,bulk,email,sale out,1232200.0,114.0,False,False,True,False,False,False
9631,bulk,mobile_push,offer after purchase,776.0,92.0,False,False,True,False,False,False
9632,bulk,mobile_push,happy birthday,1994.0,96.0,False,False,True,True,False,False
9652,bulk,mobile_push,sale out,497462.0,13.0,False,False,True,False,False,False
9656,bulk,mobile_push,leave review,31.0,112.0,False,False,True,True,False,False
9657,bulk,mobile_push,leave review,160.0,112.0,False,False,True,True,False,False
9667,bulk,email,sale out,101216.0,108.0,False,False,True,False,False,False
9668,bulk,mobile_push,happy birthday,1636.0,96.0,False,False,True,True,False,False
9669,bulk,mobile_push,offer after purchase,772.0,92.0,False,False,True,False,False,False
9691,bulk,mobile_push,sale out,1768050.0,31.0,True,False,True,False,True,False
9692,bulk,mobile_push,leave review,41.0,112.0,False,False,True,True,False,False
9693,bulk,mobile_push,leave review,186.0,112.0,False,False,True,True,False,False
9725,bulk,mobile_push,offer after purchase,922.0,92.0,False,False,True,False,False,False
9726,bulk,mobile_push,happy birthday,5204.0,96.0,False,False,True,True,False,False
9737,bulk,email,sale out,4496632.0,100.0,False,False,True,False,True,False
9739,bulk,mobile_push,leave review,105.0,112.0,False,False,True,True,False,False
9740,bulk,mobile_push,leave review,455.0,112.0,False,False,True,True,False,False
9749,bulk,mobile_push,offer after purchase,785.0,92.0,False,False,True,False,False,False
9750,bulk,mobile_push,happy birthday,1959.0,96.0,False,False,True,True,False,False
9754,bulk,email,sale out,6.0,88.0,False,False,True,False,False,False
9765,bulk,mobile_push,sale out,1781855.0,15.0,False,False,True,False,False,False
9768,bulk,mobile_push,leave review,30.0,112.0,False,False,True,True,False,False
9769,bulk,mobile_push,leave review,144.0,112.0,False,False,True,True,False,False
9777,bulk,mobile_push,offer after purchase,740.0,92.0,False,False,True,False,False,False
9779,bulk,mobile_push,happy birthday,1803.0,96.0,False,False,True,True,False,False
9780,bulk,email,sale out,1577581.0,88.0,False,False,True,False,False,False
9799,bulk,email,sale out,1446455.0,136.0,False,False,True,False,False,False
9801,bulk,mobile_push,sale out,1770107.0,24.0,False,False,True,False,False,False
9804,bulk,mobile_push,leave review,36.0,112.0,False,False,True,True,False,False
9805,bulk,mobile_push,leave review,117.0,112.0,False,False,True,True,False,False
9819,bulk,mobile_push,offer after purchase,716.0,92.0,False,False,True,False,False,False
9821,bulk,mobile_push,happy birthday,1722.0,96.0,False,False,True,True,False,False
9845,bulk,mobile_push,sale out,495187.0,17.0,False,False,True,False,False,False
9846,bulk,mobile_push,leave review,28.0,112.0,False,False,True,True,False,False
